Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
14,Natural,Hydrological,Flood
17,Natural,Hydrological,Flood
98,Natural,Hydrological,Flood
459,Natural,Hydrological,Flood
82,Natural,Meteorological,Storm
633,Natural,Meteorological,Extreme temperature 
362,Natural,Hydrological,Flood
230,Natural,Biological,Epidemic
449,Natural,Biological,Epidemic
605,Natural,Biological,Epidemic
360,Natural,Hydrological,Flood
379,Natural,Hydrological,Flood
76,Natural,Biological,Epidemic
663,Natural,Biological,Epidemic
385,Natural,Hydrological,Flood
568,Natural,Hydrological,Landslide
644,Natural,Meteorological,Storm
384,Natural,Meteorological,Storm
484,Natural,Hydrological,Flood
49,Natural,Biological,Epidemic
660,Natural,Biological,Epidemic
9661,Natural,Climatological,Drought
346,Natural,Meteorological,Storm
65,Natural,Biological,Epidemic
511,Natural,Biological,Epidemic
439,Natural,Hydrological,Flood
170,Natural,Hydrological,Flood
182,Natural,Geophysical,Volcanic activity
652,Natural,Meteorological,Storm
325,Natural,Geophysical,Earthquake
355,Natural,Geophysical,Earthquake
374,Natural,Geophysical,Earthquake
455,Natural,Geophysical,Earthquake
588,Natural,Geophysical,Earthquake
650,Natural,Geophysical,Earthquake
263,Natural,Hydrological,Flood
416,Natural,Hydrological,Flood
519,Natural,Hydrological,Flood
598,Natural,Hydrological,Flood
140,Natural,Hydrological,Landslide
241,Natural,Hydrological,Landslide
398,Natural,Hydrological,Landslide
596,Natural,Hydrological,Landslide
426,Natural,Meteorological,Storm
441,Natural,Meteorological,Storm
9662,Natural,Climatological,Drought
349,Natural,Hydrological,Flood
76,Natural,Biological,Epidemic
300,Natural,Biological,Epidemic
301,Natural,Biological,Epidemic
538,Natural,Geophysical,Mass movement (dry)
27,Natural,Geophysical,Volcanic activity
164,Natural,Geophysical,Volcanic activity
559,Natural,Hydrological,Flood
218,Natural,Hydrological,Landslide
532,Natural,Hydrological,Flood
338,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
633,Natural,Meteorological,Extreme temperature 
394,Natural,Geophysical,Mass movement (dry)
9200,Natural,Climatological,Drought
386,Natural,Hydrological,Flood
219,Natural,Hydrological,Flood
517,Natural,Hydrological,Flood
471,Natural,Biological,Epidemic
321,Natural,Meteorological,Storm
633,Natural,Meteorological,Extreme temperature 
583,Natural,Hydrological,Flood
55,Natural,Hydrological,Flood
630,Natural,Hydrological,Flood
364,Natural,Hydrological,Flood
231,Natural,Meteorological,Storm
439,Natural,Hydrological,Flood
366,Natural,Hydrological,Flood
446,Natural,Biological,Epidemic
247,Natural,Hydrological,Landslide
589,Natural,Hydrological,Flood
329,Natural,Meteorological,Storm
369,Natural,Meteorological,Storm
234,Natural,Meteorological,Storm
7,Natural,Meteorological,Extreme temperature 
71,Natural,Geophysical,Earthquake
403,Natural,Geophysical,Earthquake
536,Natural,Geophysical,Earthquake
162,Natural,Geophysical,Volcanic activity
67,Natural,Hydrological,Flood
176,Natural,Hydrological,Flood
13,Natural,Hydrological,Flood
42,Natural,Hydrological,Flood
52,Natural,Hydrological,Flood
128,Natural,Hydrological,Flood
383,Natural,Hydrological,Flood
618,Natural,Hydrological,Flood
635,Natural,Hydrological,Flood
189,Natural,Hydrological,Landslide
560,Natural,Hydrological,Flood
285,Natural,Hydrological,Flood
415,Natural,Hydrological,Flood
615,Natural,Hydrological,Flood
62,Natural,Hydrological,Landslide
616,Natural,Meteorological,Extreme temperature 
14,Natural,Meteorological,Storm
204,Natural,Meteorological,Storm
204,Natural,Meteorological,Storm
163,Natural,Hydrological,Flood
224,Natural,Meteorological,Storm
222,Natural,Meteorological,Storm
139,Natural,Hydrological,Flood
168,Natural,Hydrological,Flood
228,Natural,Hydrological,Flood
17,Natural,Hydrological,Flood
35,Natural,Hydrological,Flood
2,Natural,Geophysical,Earthquake
205,Natural,Geophysical,Earthquake
63,Natural,Hydrological,Flood
13,Natural,Hydrological,Flood
207,Natural,Hydrological,Flood
121,Natural,Hydrological,Flood
130,Natural,Meteorological,Storm
67,Natural,Climatological,Wildfire
230,Natural,Meteorological,Storm
48,Natural,Meteorological,Storm
64,Natural,Meteorological,Storm
170,Natural,Meteorological,Storm
156,Natural,Geophysical,Earthquake
33,Natural,Hydrological,Landslide
37,Natural,Hydrological,Flood
92,Natural,Hydrological,Flood
93,Natural,Biological,Epidemic
41,Natural,Hydrological,Landslide
128,Natural,Biological,Epidemic
147,Natural,Hydrological,Flood
159,Natural,Meteorological,Storm
82,Natural,Biological,Epidemic
157,Natural,Meteorological,Storm
30,Natural,Meteorological,Extreme temperature 
81,Natural,Hydrological,Flood
110,Natural,Hydrological,Flood
128,Natural,Biological,Epidemic
204,Natural,Meteorological,Storm
92,Natural,Hydrological,Flood
233,Natural,Hydrological,Flood
160,Natural,Meteorological,Storm
189,Natural,Hydrological,Flood
59,Natural,Geophysical,Earthquake
219,Natural,Hydrological,Flood
227,Natural,Hydrological,Flood
218,Natural,Hydrological,Landslide
223,Natural,Hydrological,Landslide
200,Natural,Biological,Epidemic
96,Natural,Hydrological,Landslide
92,Natural,Hydrological,Flood
228,Natural,Hydrological,Flood
228,Natural,Hydrological,Flood
16,Natural,Hydrological,Flood
42,Natural,Hydrological,Flood
19,Natural,Hydrological,Flood
88,Natural,Hydrological,Flood
14,Natural,Meteorological,Storm
29,Natural,Meteorological,Extreme temperature 
3,Natural,Geophysical,Mass movement (dry)
234,Natural,Hydrological,Flood
198,Natural,Hydrological,Flood
1,Natural,Geophysical,Earthquake
112,Natural,Geophysical,Earthquake
49,Natural,Hydrological,Landslide
258,Natural,Geophysical,Earthquake
362,Natural,Geophysical,Earthquake
334,Natural,Geophysical,Earthquake
521,Natural,Hydrological,Flood
383,Natural,Hydrological,Flood
464,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
164,Natural,Meteorological,Storm
346,Natural,Meteorological,Storm
463,Natural,Meteorological,Storm
576,Natural,Meteorological,Storm
578,Natural,Meteorological,Storm
667,Natural,Meteorological,Storm
287,Natural,Geophysical,Earthquake
552,Natural,Meteorological,Storm
581,Natural,Meteorological,Storm
245,Natural,Meteorological,Storm
662,Natural,Meteorological,Storm
663,Natural,Meteorological,Storm
262,Natural,Meteorological,Storm
352,Natural,Hydrological,Flood
244,Natural,Hydrological,Flood
458,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
319,Natural,Hydrological,Flood
613,Natural,Hydrological,Flood
195,Natural,Hydrological,Flood
187,Natural,Hydrological,Flood
161,Natural,Hydrological,Flood
503,Natural,Hydrological,Flood
307,Natural,Hydrological,Flood
412,Natural,Hydrological,Flood
553,Natural,Hydrological,Flood
525,Natural,Hydrological,Flood
442,Natural,Hydrological,Flood
196,Natural,Hydrological,Flood
408,Natural,Hydrological,Flood
537,Natural,Hydrological,Landslide
408,Natural,Hydrological,Flood
409,Natural,Hydrological,Flood
425,Natural,Hydrological,Flood
611,Natural,Hydrological,Flood
690,Natural,Meteorological,Storm
683,Natural,Hydrological,Flood
293,Natural,Hydrological,Flood
585,Natural,Hydrological,Flood
249,Natural,Hydrological,Flood
393,Natural,Hydrological,Flood
340,Natural,Hydrological,Flood
396,Natural,Meteorological,Storm
251,Natural,Hydrological,Flood
337,Natural,Climatological,Wildfire
519,Natural,Climatological,Wildfire
689,Natural,Meteorological,Storm
235,Natural,Meteorological,Extreme temperature 
235,Natural,Meteorological,Extreme temperature 
235,Natural,Meteorological,Extreme temperature 
235,Natural,Meteorological,Extreme temperature 
164,Natural,Meteorological,Storm
457,Natural,Meteorological,Storm
479,Natural,Meteorological,Storm
470,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
380,Natural,Meteorological,Storm
457,Natural,Meteorological,Storm
668,Natural,Meteorological,Storm
557,Natural,Meteorological,Storm
612,Natural,Meteorological,Storm
457,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
156,Natural,Meteorological,Storm
359,Natural,Meteorological,Storm
463,Natural,Meteorological,Storm
9494,Natural,Climatological,Drought
9677,Natural,Climatological,Drought
9343,Natural,Climatological,Drought
9288,Natural,Climatological,Drought
621,Natural,Meteorological,Storm
641,Natural,Meteorological,Storm
207,Natural,Meteorological,Extreme temperature 
242,Natural,Hydrological,Flood
495,Natural,Biological,Epidemic
294,Natural,Climatological,Wildfire
523,Natural,Meteorological,Storm
654,Natural,Geophysical,Earthquake
358,Natural,Meteorological,Extreme temperature 
177,Natural,Hydrological,Flood
356,Natural,Hydrological,Landslide
410,Natural,Hydrological,Flood
274,Natural,Biological,Epidemic
598,Natural,Hydrological,Flood
471,Natural,Climatological,Wildfire
369,Natural,Meteorological,Storm
404,Natural,Hydrological,Flood
572,Natural,Geophysical,Earthquake
609,Natural,Hydrological,Flood
367,Natural,Hydrological,Flood
435,Natural,Hydrological,Flood
671,Natural,Meteorological,Storm
368,Natural,Climatological,Wildfire
275,Natural,Hydrological,Flood
186,Natural,Hydrological,Flood
318,Natural,Hydrological,Flood
274,Natural,Biological,Epidemic
616,Natural,Hydrological,Flood
721,Natural,Biological,Epidemic
614,Natural,Hydrological,Flood
339,Natural,Hydrological,Flood
402,Natural,Hydrological,Flood
572,Natural,Geophysical,Earthquake
9499,Natural,Climatological,Drought
614,Natural,Hydrological,Flood
611,Natural,Hydrological,Flood
274,Natural,Biological,Epidemic
389,Natural,Hydrological,Flood
419,Natural,Hydrological,Flood
656,Natural,Biological,Epidemic
541,Natural,Hydrological,Flood
595,Natural,Hydrological,Flood
255,Natural,Hydrological,Flood
348,Natural,Hydrological,Flood
241,Natural,Hydrological,Flood
284,Natural,Hydrological,Flood
503,Natural,Hydrological,Flood
263,Natural,Meteorological,Extreme temperature 
669,Natural,Geophysical,Volcanic activity
577,Natural,Hydrological,Flood
665,Natural,Hydrological,Flood
560,Natural,Meteorological,Storm
9347,Natural,Climatological,Drought
391,Natural,Meteorological,Storm
454,Natural,Climatological,Wildfire
421,Natural,Hydrological,Flood
673,Natural,Meteorological,Extreme temperature 
180,Natural,Hydrological,Flood
261,Natural,Hydrological,Flood
657,Natural,Biological,Epidemic
658,Natural,Biological,Epidemic
324,Natural,Biological,Epidemic
427,Natural,Hydrological,Flood
660,Natural,Biological,Epidemic
487,Natural,Hydrological,Flood
503,Natural,Hydrological,Flood
559,Natural,Hydrological,Flood
508,Natural,Biological,Epidemic
329,Natural,Climatological,Wildfire
235,Natural,Meteorological,Extreme temperature 
403,Natural,Hydrological,Flood
411,Natural,Hydrological,Flood
375,Natural,Meteorological,Storm
438,Natural,Hydrological,Flood
181,Natural,Hydrological,Flood
446,Natural,Hydrological,Flood
530,Natural,Hydrological,Flood
617,Natural,Hydrological,Landslide
661,Natural,Hydrological,Flood
501,Natural,Hydrological,Flood
664,Natural,Hydrological,Flood
168,Natural,Hydrological,Flood
330,Natural,Hydrological,Flood
554,Natural,Hydrological,Flood
380,Natural,Meteorological,Storm
429,Natural,Biological,Epidemic
555,Natural,Hydrological,Flood
561,Natural,Biological,Epidemic
682,Natural,Biological,Epidemic
183,Natural,Hydrological,Flood
263,Natural,Meteorological,Extreme temperature 
173,Natural,Hydrological,Flood
254,Natural,Hydrological,Flood
351,Natural,Climatological,Wildfire
579,Natural,Climatological,Wildfire
9548,Natural,Climatological,Drought
323,Natural,Hydrological,Flood
558,Natural,Hydrological,Flood
512,Natural,Hydrological,Flood
522,Natural,Hydrological,Flood
274,Natural,Biological,Epidemic
531,Natural,Hydrological,Flood
473,Natural,Geophysical,Volcanic activity
406,Natural,Hydrological,Flood
184,Natural,Meteorological,Storm
304,Natural,Meteorological,Storm
249,Natural,Meteorological,Storm
295,Natural,Meteorological,Storm
329,Natural,Meteorological,Storm
426,Natural,Meteorological,Storm
271,Natural,Hydrological,Flood
10,Natural,Hydrological,Flood
210,Natural,Meteorological,Storm
194,Natural,Meteorological,Storm
37,Natural,Meteorological,Storm
197,Natural,Meteorological,Storm
442,Natural,Meteorological,Storm
39,Natural,Meteorological,Storm
115,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
8,Natural,Meteorological,Storm
304,Natural,Meteorological,Storm
216,Natural,Hydrological,Flood
420,Natural,Hydrological,Flood
242,Natural,Geophysical,Earthquake
275,Natural,Geophysical,Earthquake
518,Natural,Hydrological,Flood
452,Natural,Hydrological,Flood
224,Natural,Hydrological,Flood
132,Natural,Hydrological,Flood
570,Natural,Hydrological,Flood
457,Natural,Hydrological,Flood
431,Natural,Hydrological,Flood
500,Natural,Geophysical,Earthquake
551,Natural,Hydrological,Flood
64,Natural,Hydrological,Flood
77,Natural,Hydrological,Flood
426,Natural,Meteorological,Storm
74,Natural,Hydrological,Flood
580,Natural,Hydrological,Flood
481,Natural,Hydrological,Flood
373,Natural,Hydrological,Flood
501,Natural,Hydrological,Flood
131,Natural,Hydrological,Flood
627,Natural,Hydrological,Flood
503,Natural,Meteorological,Storm
579,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
485,Natural,Hydrological,Flood
104,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
43,Natural,Meteorological,Storm
70,Natural,Meteorological,Storm
184,Natural,Meteorological,Storm
292,Natural,Meteorological,Storm
329,Natural,Meteorological,Storm
540,Natural,Meteorological,Storm
609,Natural,Meteorological,Storm
621,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
378,Natural,Meteorological,Storm
184,Natural,Meteorological,Storm
329,Natural,Meteorological,Storm
292,Natural,Meteorological,Storm
441,Natural,Meteorological,Storm
338,Natural,Meteorological,Storm
384,Natural,Meteorological,Storm
437,Natural,Meteorological,Storm
540,Natural,Meteorological,Storm
552,Natural,Meteorological,Storm
9644,Natural,Climatological,Drought
9590,Natural,Climatological,Drought
9468,Natural,Climatological,Drought
9456,Natural,Climatological,Drought
9307,Natural,Climatological,Drought
50,Natural,Meteorological,Extreme temperature 
282,Natural,Hydrological,Flood
499,Natural,Hydrological,Flood
130,Natural,Hydrological,Flood
178,Natural,Geophysical,Earthquake
401,Natural,Geophysical,Earthquake
380,Natural,Hydrological,Flood
417,Natural,Hydrological,Flood
523,Natural,Hydrological,Flood
411,Natural,Biological,Epidemic
338,Natural,Meteorological,Storm
293,Natural,Hydrological,Flood
662,Natural,Meteorological,Extreme temperature 
95,Natural,Hydrological,Flood
482,Natural,Hydrological,Flood
127,Natural,Hydrological,Flood
260,Natural,Hydrological,Flood
483,Natural,Hydrological,Flood
513,Natural,Hydrological,Landslide
100,Natural,Biological,Epidemic
9302,Natural,Climatological,Drought
129,Natural,Hydrological,Flood
1,Natural,Geophysical,Earthquake
454,Natural,Geophysical,Earthquake
583,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
361,Natural,Hydrological,Flood
560,Natural,Hydrological,Flood
498,Natural,Hydrological,Flood
93,Natural,Hydrological,Flood
111,Natural,Meteorological,Storm
345,Natural,Biological,Epidemic
288,Natural,Hydrological,Flood
433,Natural,Hydrological,Landslide
583,Natural,Hydrological,Flood
631,Natural,Hydrological,Flood
223,Natural,Meteorological,Storm
272,Natural,Biological,Epidemic
628,Natural,Hydrological,Flood
111,Natural,Meteorological,Storm
543,Natural,Biological,Epidemic
392,Natural,Climatological,Wildfire
639,Natural,Hydrological,Flood
511,Natural,Biological,Epidemic
634,Natural,Hydrological,Flood
60,Natural,Hydrological,Flood
543,Natural,Biological,Epidemic
296,Natural,Hydrological,Flood
235,Natural,Biological,Epidemic
447,Natural,Biological,Epidemic
424,Natural,Biological,Epidemic
425,Natural,Biological,Epidemic
572,Natural,Biological,Epidemic
484,Natural,Hydrological,Flood
234,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
320,Natural,Meteorological,Storm
208,Natural,Hydrological,Flood
350,Natural,Hydrological,Flood
591,Natural,Hydrological,Flood
409,Natural,Hydrological,Flood
347,Natural,Hydrological,Flood
545,Natural,Hydrological,Flood
571,Natural,Hydrological,Flood
608,Natural,Hydrological,Flood
611,Natural,Hydrological,Flood
620,Natural,Hydrological,Flood
622,Natural,Hydrological,Flood
393,Natural,Hydrological,Landslide
155,Natural,Meteorological,Storm
369,Natural,Meteorological,Storm
623,Natural,Meteorological,Storm
575,Natural,Hydrological,Flood
583,Natural,Hydrological,Flood
625,Natural,Geophysical,Mass movement (dry)
82,Natural,Meteorological,Storm
633,Natural,Meteorological,Extreme temperature 
633,Natural,Meteorological,Extreme temperature 
65,Natural,Biological,Epidemic
137,Natural,Biological,Epidemic
661,Natural,Biological,Epidemic
9550,Natural,Climatological,Drought
508,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
633,Natural,Meteorological,Extreme temperature 
476,Natural,Geophysical,Earthquake
40,Natural,Geophysical,Earthquake
469,Natural,Biological,Epidemic
470,Natural,Biological,Epidemic
